Date,Name,Description,New to Fora,Continent,Country ,Region,Partner,Style,Season,< $500 option(s),Magic Content,Instagram In-Feed,Instagram Story,Non-Editable Assets,Video Template,PDF Template,Mailchimp,Notes,Article Title (Fora HQ reference)
Evergreen,Spotlight on Château Voltaire,"Château Voltaire is a chic hideaway mere steps away from the Jardin des Tuileries in Paris, France. It is a member of Fora Reserve. ",No,Europe,France,Paris,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Donna Carmela Resort & Lodges,"Donna Carmela Resort & Lodges is an intimate Sicily, Italy retreat with extensive gardens and a chic, homey feel. It is a member of Fora Reserve. ",No,Europe,Italy,Sicily,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Elizabeth Unique Hotel,"Elizabeth Unique Hotel is a five-star boutique hotel in Rome, Italy with an eye for art. It is a member of Fora Reserve. ",No,Europe,Italy,Rome,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Faloria,"Faloria is a luxury alpine retreat in the Dolomites, Italy that's both family- and pet-friendly. It is a member of Fora Reserve. ",No,Europe,Italy,Dolomites,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Flemings Mayfair Hotel,Flemings Mayfair Hotel is an iconic London hotel with glamorous 1930s sensibilities and a Michelin-Starred restaurant. It is a member of Fora Reserve. ,No,Europe,England,London,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Hotel AMANO Covent Garden,Hotel AMANO Covent Garden is a lively and modern home base in the center of London's West End. It is a member of Fora Reserve. ,No,Europe,England,London,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Hotel De’ Ricci,"Hotel De’ Ricci is an elegant and intimate haven in Rome, Italy for wine lovers. It is a member of Fora Reserve. ",No,Europe,Italy,Rome,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Hotel Valley Ho,"Hotel Valley Ho is a colorful, mid-century modern icon in downtown Scottsdale, Arizona. It is a member of Fora Reserve. ",No,North America,United States,Arizona,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Ko’a Kea Resort,"Ko’a Kea Resort is a boutique resort in Kauai, Hawaii that is ideal for travelers seeking romance and seclusion. It is a member of Fora Reserve.",No,North America,United States,Hawaii,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on La Cocumella,"La Cocumella is the oldest hotel in Italy on the Sorrento peninsula, with a famous history and quiet, Mediterranean-inspired charm.",No,Europe,Italy,Southern Italy,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Le Manoir de Lorient,Le Manoir de Lorient is a stylish seven-bedroom villa in St. Barths. It is a member of Fora Reserve. ,No,Caribbean ,St. Barths,Lorient district,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Lupaia,"Lupaia is a hillside retreat with panoramic views of Tuscany, Italy. It is a member of Fora Reserve. ",No,Europe,Italy,Tuscany,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,"Spotlight on Lyle Washington, DC","The Lyle Washington, DC is a soothing oasis housed in a revamped Art-Deco apartment building.",No,North America,United States,"Washington, DC",Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on ModernHaus SoHo,ModernHaus SoHo is a modernist downtown New York City escape with a playful spirit and an eye for great art. It is a member of Fora Reserve. ,No,North America,United States,NYC/New York City,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on One Hundred Shoreditch,One Hundred Shoreditch is a hip neighborhood hotel in London's artsy East End. It is a member of Fora Reserve.,No,North America,United States,London,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on The Ned NoMad,The Ned NoMad is a chic Manhattan escape and private members' club with a world-class art program. It is a member of Fora Reserve.,No,North America,United States,NYC/New York City,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Spotlight on Palazzo Ripetta,"Palazzo Ripetta is an elegantly redesigned conservatory in the historic center of Rome, Italy. It is a member of Fora Reserve. ",No,Europe,Italy,Rome,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Palazzo Vecchietti,Palazzo Vecchietti combines boutique luxury and historical charm in a restored 16th-century palace. It is a member of Fora Reserve.,No,Europe,Italy,Florence,Fora Reserve,General ,General,No,Magic page,,,,,,,,
Evergreen,Spotlight on Raya Heritage Chiang Mai,"Raya Heritage Chiang Mai is a riverside escape offering authentic experiences in Chiang Mai, Thailand. It is a member of Fora Reserve. ",No,Asia,Thailand,Chiang Mai,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Rayavadee,Rayavadee is a dreamy resort on Thailand's Phranang Peninsula. It is a member of Fora Reserve. ,No,Asia,Thailand,Phranang Peninsula,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Rivoli Boutique Hotel,"Rivoli Boutique Hotel is a welcoming, family-owned boutique hotel in Florence, Italy. It is a member of Fora Reserve. ",No,Europe,Italy,Florence,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Hôtel L’Eldorado Paris,Hôtel L’Eldorado Paris is an urban Parisian retreat with a secret garden in the quaint Batignolles quartier.,No,Europe,France,Paris,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Spotlight on Sunset Tower Hotel,Sunset Tower Hotel is a glamorous West Hollywood icon that honors its history while embracing LA's contemporary cool. It is a member of Fora Reserve. ,No,North America,United States,LA/Los Angeles (California) ,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Charleston Place,Charleston Place is an elegant stay in the southern city's thriving historic center. It is a member of Fora Reserve. ,No,North America,United States,South Carolina,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on The Dewberry,"The Dewberry is a meticulously designed boutique gem in Charleston, South Carolina.  It is a member of Fora Reserve. ",No,North America,United States,South Carolina,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on The Frederick Hotel,The Frederick is one of NYC's oldest-running hotels. It is a member of Fora Reserve. ,No,North America,United States,NYC/New York City,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,"Spotlight on The Hoxton, Amsterdam & The Hoxton, Lloyd Amsterdam",Two trendy and comfortable Amsterdam hotels that take design inspiration from their historic buildings. They are members of Fora Reserve. ,No,Europe,Netherlands,Amsterdam,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on The Place Firenze,The Place Firenze is a 20-room boutique hotel overlooking Florence's historic Piazza Santa Maria Novella. It is a member of Fora Reserve. ,No,Europe,Italy,Florence,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on The Prince Akatoki London,Refined Japanese aesthetic meets London chic at this Fora Reserve property in London. ,No,Europe,England,London,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on The Watergate Hotel,"A Washington, DC icon with modern luxury appeal. It is a Fora Reserve member. ",No,North America,United States,"Washington, DC",Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Therasia Resort,"Therasia Resort is a 60-room wellness hideaway on Vulcano, in the Aeolian Islands in Italy.  It is a Fora Reserve member. ",No,Europe,Italy,Aeolian Islands,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Turtle Bay Resort,Turtle Bay Resort is the only luxury resort on Oahu's stunning North Shore. It is a member of Fora Reserve. ,No,North America,United States,Hawaii,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on URSO Hotel & Spa,"URSO Hotel & Spa is a sophisticated neoclassical boutique hotel in central Madrid, Spain. It is a member of Fora Reserve. ",No,Europe,Spain,Madrid,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Wild Coast Tented Lodge,Wild Coast Tented Lodge has luxurious cocoon-like tents in the Sri Lankan jungle. It is a member of Fora Reserve. ,No,Asia,Sri Lanka,Yala,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Spotlight on Lungarno Collection,"Lungarno Collection is a design-forward collection of luxury boutique hotels in Milan, Rome and Florence. It is a member of Fora Reserve.",No,Europe,Italy,Multiple,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Spotlight on NIZUC Resort & Spa,NIZUC is luxe resort tucked away in a tranquil corner of Punta Nizuc between a lagoon and mangrove forest. It is a member of Fora Reserve.,No,North America,Mexico,Cancún,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,"Spotlight on Castello di Velona Resort, Thermal Spa & Winery","Castello di Velona Resort, Thermal Spa & Winery is an 11th-century fortress overlooking Tuscany's Val d'Orcia. It is a member of Fora Reserve.",No,Europe,Italy,Tuscany,Fora Reserve,General ,General,No,Magic page,,,,,,,,
Evergreen,Preferred Program: Accor Preferred by HERA,"Fora is part of Accor's preferred partner program. You can unlock exclusive amenities and benefits at 43 hotel brands with more than 5,100 hotels worldwide.",No,Multiple,Multiple,Multiple,Accor,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Luxury Travel Programme by Address,Fora is part of Luxury Travel Programme by Address. You can unlock exclusive benefits for travelers at Address’ refined properties across the Middle East.,No,Middle East,Multiple,Multiple,Address,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Aman ,"Spotlight on Aman properties, all of which are part of Virtuoso (so you can unlock perks for your clients). ",No,Multiple,Multiple,Multiple,Aman,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Belmond Bellini Club,"Fora is part of the Belmond Bellini Club, so you can unlock perks for your clients at their properties worldwide. ",No,Multiple,Multiple,Multiple,Belmond,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: B Signature Diamond Club,"Fora is part of the B Signature Diamond Club, so you can unlock perks for your clients at their properties. B Signature’s seven family-owned hotels are located across Paris, Brittany and St. Barths.",No,Multiple,Multiple,Multiple,B Signature,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Bravos,"As members of Meliá Hotels International's invitation-only preferred partner program, Fora Advisors unlock perks at a select group of Meliá's stylish, Mediterranean-influenced properties.",No,Multiple,Multiple,Multiple,Meliá Hotels,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: CoolRooms,"Thanks to our partnership with CoolRooms, Fora travelers get VIP status at the collection’s uber-stylish palaces-turned-hotels.",No,Multiple,Multiple,Multiple,CoolRooms,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Design Hotels,"Fora is part of Design Hotels Pro, granting VIP perks for travelers at Design Hotels Collective properties around the world.",No,Multiple,Multiple,Multiple,Design Hotels,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Dorchester Diamond Club,"Fora is part of the exclusive Dorchester Diamond Club, which unlocks VIP perks for Fora travelers staying at Dorchester’s hotels.",No,Multiple,Multiple,Multiple,Dorchester,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Four Seasons Preferred,"Fora is part of the exclusive Four Seasons Preferred Partner program, granting VIP perks to travelers at 124 Four Seasons hotels worldwide.",No,Multiple,Multiple,Multiple,Four Seasons,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Hilton Impresario,"Hilton Impresario offers Fora travelers top-of-the-line perks at three luxury brands: Waldorf Astoria, Conrad and LXR Hotels & Resorts.",No,Multiple,Multiple,Multiple,Hilton,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Hyatt Privé,"Fora is a member of Hyatt Privé, so your clients can unlock perks at their properties worldwide. ",No,Multiple,Multiple,Multiple,Hyatt,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: IHG Luxury & Lifestyle,"As members of the IHG Luxury & Lifestyle program, Fora Advisors unlock perks for travelers at thousands of hotels around the world.",No,Multiple,Multiple,Multiple,IHG,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Jumeirah Passport to Luxury,"Thanks to Fora’s partnership with Jumeirah, Fora travelers can receive Jumeirah Passport to Luxury perks at the brand’s luxury hotels across Europe, Asia and the Middle East.",No,Multiple,Multiple,Multiple,IHG,General ,General,No,Magic page,,,,,,,,
Evergreen,Preferred Program: Kempinski Club 1897,"As members of Kempinski’s invitation-only Club 1897, Fora Advisors unlock VIP status and exclusive benefits at Kempinski’s sophisticated properties. ",No,Multiple,Multiple,Multiple,Kempinski,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Preferred Program: Leading Hotels of the World (LHW),"From urban landmarks to tropical hideaways, the Leading Hotels of the World is known for its 5-star hospitality across 400+ hotels worldwide.",No,Multiple,Multiple,Multiple,Leading Hotels of the World (LHW),General ,General,Yes,Magic page,,,,,,,,
Evergreen,Preferred Program: Marriott Stars & Luminous,"The invitation-only preferred partner programs for Marriott's luxury and lifestyle brands, respectively.",No,Multiple,Multiple,Multiple,Marriott,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Preferred Program: Mandarin Oriental Fan Club,Fora is a member of this renowned hotel brand's preferred partner program that unlocks VIP perks and status at Mandarin Oriental hotels around the world.,No,Multiple,Multiple,Multiple,Mandarin Oriental,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Preferred Program: Noble House,Noble House's VIP Select Package offers exclusive amenities and value-adds at one-of-a-kind properties in destinations from Napa Valley to Miami.,No,Multiple,Multiple,Multiple,Noble House,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Preferred Program: Les Domaines de Fontenille,"Les Domaines de Fontenille’s magical hotels in France, Italy and Spain celebrate nature, heritage and slow food — in style. they are Fora Reserve members.",No,Europe,Multiple,Multiple,Les Domaines de Fontentille,General ,General,No,Magic page,,,,,,,,
Evergreen,Spotlight on Nômade,"Nômade's three boutique hotels in Mexico combine sustainable architecture and design, chic decor and a deep appreciation for holistic wellbeing. They are Fora Reserve members. ",No,North America,Mexico,Multiple,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Spotlight on Octant Hotels,A collection of eight authentic Portuguese hotels in idyllic locales. They are Fora Reserve members. ,No,Europe,Portugal ,Multiple,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Spotlight on Alma Hotels,Two Spanish hotels with a strong sense of place and an eye for architecture.,No,Europe,Spain,Multiple,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Preferred Program: Oetker Pearl,"As an Oetker Pearl Partner, Fora unlocks exclusive perks and VIP status at the collection’s 12 exquisite properties worldwide, from a private-island escape in Antigua to a lakeside retreat in Geneva.",No,Multiple,Multiple,Multiple,Oetker,General ,General,No,Magic page,,Instagram story,,,,,,
Evergreen,Preferred Program: Omni Select,"As one of the first agency members of Omni Select, Fora grants travelers exclusive perks at Omni's hyper-local hotels and resorts across the US, from Scottsdale to Amelia Island.",No,Multiple,Multiple,Multiple,Omni,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Preferred Program: Palisociety,"Palisociety hotels offer one-of-a-kind, neighborhood-centric travel experiences",No,North America,United States,Multiple,Fora Reserve,General ,General,Yes,Magic page,Instagram in-feed,,,,,,,
Evergreen,Preferred Program: PenClub,The Peninsula's invitation-only preferred partner program is reserved for the brand's most valued agencies and unlocks perks at their properties. ,No,Multiple,Multiple,Multiple,Peninsula,General ,General,No,Magic page,,,,,,,,
Evergreen,Preferred Program: Preferred Hotels & Resorts Platinum,"Fora is part of Preferred Hotels & Resorts Platinum, a preferred partner program granting perks for travelers at hundreds of hotels around the world, including popular brands like The Leela and Virgin Hotels.",No,Multiple,Multiple,Multiple,Pendry,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Red Carnation,Family-owned boutique hotel company with properties in the United Kingdom. They are part of Fora Reserve. ,No,Europe,Multiple,Multiple,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Rocco Forte Knights,"Through the Rocco Forte Knights program, Fora travelers get the ultimate white-glove treatment at Rocco Forte hotels, with exclusive perks and VIP service.",No,Europe,Multiple,Multiple,Rocco Forte,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Relais & Châteaux,"The collection’s program ensures Fora travelers get treated like the VIPs they are, with exclusive perks and benefits at select Relais & Châteaux hotels around the world.",No,Multiple,Multiple,Multiple,Relais & Châteaux,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Preferred Profram: Couture by Langham,"As members of COUTURE by Langham, Fora Advisors grant travelers access to exclusive perks and offers at this collection of properties around the world.",No,Multiple,Multiple,Multiple,Langham,General ,General,No,Magic page,,,,,,,,
Evergreen,Preferred Program: Rosewood Elite,"As members of the Rosewood Elite preferred partner program, Fora Advisors unlock perks for their clients at Rosewood’s hotels and resorts around the world.",No,Multiple,Multiple,Multiple,Rosewood,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Shangri-La Luxury Circle,The Shangri-La Luxury Circle preferred partner program offers Fora clients elevated status and VIP perks at Shangri-La hotels and resorts worldwide.,No,Multiple,Multiple,Multiple,Shangri-La,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: SLH withIN,"As part of the SLH withIN program, Fora Advisors unlock exclusive perks at over 500 Small Luxury Hotels of the World properties.",No,Multiple,Multiple,Multiple,SLH,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Soneva,Unlock perks for your clients at this resort collection in the Maldives and Thailand. ,No,Asia,Multiple,Multiple,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Standard Secret Agent,"As members of Standard’s Secret Agent preferred partner program, Fora Advisors unlock VIP perks for their clients at the brand’s sleek hotels worldwide.",No,Multiple,Multiple,Multiple,Standard,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Spotlight on The Mercer,A sleek SoHo hideaway loved by savvy locals and travelers alike. You can unlock perks for your clients at this New York City property. ,No,North America,United States,NYC/New York City,The Mercer,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Preferred Program: Virtuoso,"As a Virtuoso travel agency, Fora grants travelers access to perks at more than 2,000 hotels around the world, with 60+ brands like Aman, Ritz-Carlton and Mandarin Oriental.",No,Multiple,Multiple,Multiple,Virtuoso,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Cruise Spotlight: AmaWaterways,"Luxury river cruises offering locally sourced dining, wellness programs and active shore excursions.",No,Multiple,Multiple,Multiple,Amawaterways,Cruise,General,No,Magic page,,,,,,,,N/A
Evergreen,Cruise Spotlight: HX & Hurtigruten Expeditions,"The OG eco-friendly cruise line, and the first to introduce battery-hybrid ships and ban the use of heavy fuel oil.",No,Multiple,Multiple,Multiple,HX/Hurtigruten,Cruise,General,No,Magic page,,,,,,,,N/A
Evergreen,Cruise Spotlight: Lindblad,"A 100% carbon-neutral pioneer in responsible travel that facilitates intimate, local experiences in remote destinations.",No,Multiple,Multiple,Multiple,Lindblad,Cruise,General,No,Magic page,,,,,,,,N/A
Evergreen,Cruise Spotlight: Regent Seven Seas,A luxury all-inclusive cruise line where every room is a suite. ,No,Multiple,Multiple,Multiple,Regent Seven Seas,Cruise,General,No,Magic page,,,,,,,,N/A
Evergreen,Cruise Spotlight: Royal Caribbean,Royal Caribbean’s fleet of family-friendly cruises are more like floating resorts. They have something for everyone — from vibrant casinos to gigantic waterparks to med spas.,No,Multiple,Multiple,Multiple,Royal Caribbean,Cruise,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Cruise Spotlight: Silversea Cruises,"A luxury, intimate cruise line where everything is included, even butler service.",No,Multiple,Multiple,Multiple,Silversea Cruises,Cruise,General,No,Magic page,,,,,,,,N/A
Evergreen,Cruise Spotlight: Viking Cruises,An adults-only luxury cruise line for the culture-obsessed.,No,Multiple,Multiple,Multiple,Viking,Cruise,General,No,Magic page,,,,,,,,N/A
Evergreen,Cruise Spotlight: Virgin Voyages,"A playful, adults-only cruise line designed to convert even the most cruise-averse. ",No,Multiple,Multiple,Multiple,Virgin Voyages,Cruise,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Crusie Spotlight: Crystal,"Luxury, immersive cruising for the sophisticated traveler.
",No,Multiple,Multiple,Multiple,Crystal,Cruise,General,No,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Abercrombie & Kent,"Abercrombie & Kent tailors bucket-list-worthy adventures across all seven continents. From personalized trips to small-group journeys to expedition cruises and more, A&K’s portfolio of luxury vacations will dazzle any traveler.",No,Multiple,Multiple,Multiple,Abercrombie & Kent (A&K),General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: Backroads,"Backroads combines physical activity, cultural immersion, intimate local connections, impeccable gastronomy and luxury accommodations. ",No,Multiple,Multiple,Multiple,Backroads,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: BLADE,"Efficient, stress-free air transportation alternatives for traveling in and around cities.",No,Multiple,Multiple,Multiple,BLADE,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: Getaway House,Chic tiny cabins for a true nature escape — all within two hours of a major US city.,No,North America,United States,Multiple,Getaway House,General ,General,Yes,,,,,,,,,N/A
Evergreen,Partner Spotlight: HVN,HVN is the go-to service for the ultimate vacation at luxury homes and villas around the world.,No,Multiple,Multiple,Multiple,HVN,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: J.MAK Hospitality,"J.MAK Hospitality boasts virtually every type of luxury travel experience . Thanks to Fora’s partnership, your clients access VIP perks.",No,Multiple,Multiple,Multiple,J.MAK (JMAK),General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: Mint House,"Modern, apartment-style accommodations equipped for weekend getaways, longer sojourns and anything in-between.",No,Multiple,Multiple,Multiple,Mint House,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: Project Expedition,"Project Expedition curates unique tours, adventures and excursions to meaningfully immerse travelers in destinations around the world, from Cyprus to South Africa.",No,Multiple,Multiple,Multiple,Project Expedition,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: Tauck,Tauck's escorted tours and intimate cruises help you experience the world more authentically.,No,Multiple,Multiple,Multiple,Tauck,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: La Fonda Heritage Hotel,La Fonda Heritage Hotel blends historic elegance and gourmet dining in Marbella's Old Town.,No,Europe,Spain,Marbella,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: Viesca Toscana,Viesca Toscana is a timeless collection of villas and suites in the Tuscan countryside.,No,Europe,Italy,Tuscany,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: The Roxy Hotel New York,"The Roxy Hotel New York is where you'll get music, movies and mid-century vibes in the heart of TriBeCa.",No,North America,United States,NYC/New York City,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: Edgewood Tahoe Resort,"Edgewood Tahoe Resort is a lakeside haven in Tahoe especially well suited for skiing, hiking and golf enthusiasts.",No,North America,United States,Lake Tahoe,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: La Fantaisie,"La Fantaisie is an enchanting Parisian wonderland with a rooftop bar, spa and courtyard garden.",No,Europe,France,Paris,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: Vocabolo Moscatelli,Vocabolo Moscatelli is a former monastery with 12 design-forward room and a rustic-chic aesthetic.,No,Europe,Italy,Umbria,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Partner Spotlight: Brush Creek Ranch,"Brush Creek Ranch is an all-inclusive Western luxury 30,000-acre ranch in Wyoming.",No,North America,United States,Wyoming,Fora Reserve,General ,General,No,Magic page,,,,,,,,N/A
Evergreen,Destination Debrief: New York City,"Comprehensive travel guide to NYC (eat, play, stay) ",No,North America,United States,NYC/New York City,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet",Mailchimp template,,"An Insider's Guide to Where to Eat, Stay & Play in New York City"
Evergreen,Partner Spotlight: Shutters on the Beach,Spotlight on this chic beachfront property in Santa Monica.,No,North America,United States,LA/Los Angeles (California) ,Shutters on the Beach,General ,General,No,Magic article,,,,,,,,
Evergreen,Partner Spotlight: Cala Beach Resort,"Cala Beach Resort is a luxury, breezy property on Tuscany's Maremma coast.",No,Europe,Italy,Tuscany,Fora Reserve,General ,General,No,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Bill & Coo Hotel Mykonos,"Bill & Coo Mykonos combines luxury with great vibes, breezy décor and a coveted private beach.",No,Europe,Greece,Mykonos,Fora Reserve,General ,General,No,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Viceroy Los Cabos,"Viceroy Los Cabos is a sleek, modern resort filled with art.",No,North America,Mexico,Cabo,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Hôtel Providence Paris,Hôtel Providence Paris is an 18-room Parisian gem with a distinctly local feel.,No,Europe,France,Paris,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Hotel Bardo Savannah,"Hotel Bardo is where Southern charm and a luxe, cheerful aesthetic combine.",No,North America,United States,Georgia,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Hotels by Oliver,"Hotels by Oliver design homey, hyper-local gems with a strong sense of place.",No,North America,United States,Multiple,Fora Reserve,General ,General,Yes,Magic page,,,,,,,,
Evergreen,Destination Debrief: Thailand,"Comprehensive travel guide to Thailand (eat, play, stay) ",No,Asia,Thailand,Multiple,Multiple,Destination Debrief,General,No,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet",Mailchimp template,,"An Insider's Guide to Where to Eat, Stay & Play in Thailand"
Evergreen,10 Tennis Hotels & Villas,A round-up of hotels and villa-rental companies with beautiful courts.,No,Multiple,Multiple,Multiple,Multiple,General ,General,Yes,Magic article,,,,,,,,Hotels & Villas for the Best Tennis Vacation
Evergreen,Destination Debrief: French Polynesia,"Comprehensive travel guide to French Polynesia (eat, play, stay) ",No,Oceania,French Polynesia,Multiple,Multiple,Destination Debrief,General,Yes,Magic article,Instagram in-feed,Instagram story,,,"1: Sample itinerary
2: Hot Sheet",Mailchimp template,,"An Insider's Guide to Where to Eat, Stay & Play in French Polynesia"
Evergreen,Partner Spotlight: Triumph Hotels,"Triumph Hotels is a curated collection of six iconic boutique hotels in NYC, each with its own unique story.",No,North America,United States,NYC/New York City,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: Grecotel,"Grecotel comprises award-winning hotels across Greece, from all-inclusive beach resorts to upscale city escapes.",No,Europe,Greece,Multiple,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
Evergreen,Partner Spotlight: RhomTrip,"RhomTrip provides first-class private transfers, group travel and chaffeur services, worldwide.",No,Multiple,Multiple,Multiple,Fora Reserve,General ,General ,Yes,Magic page,,,,,,,,
